,SKU_NAME,FEED_DATE,CATEGORY,SUB_CATEGORY,ORDERED_REVENUE,ORDERED_UNITS,REP_OOS
9433,D21G77EFEH,2019-05-11,1500 Tablet Accessories,1590 Other Tablet Accessories,478.32,4.0,11.29
9434,D21G77EFEH,2019-05-12,1500 Tablet Accessories,1590 Other Tablet Accessories,358.74,3.0,17.14
9435,D21G77EFEH,2019-05-13,1500 Tablet Accessories,1590 Other Tablet Accessories,239.16,2.0,13.6
9436,D21G77EFEH,2019-05-14,1500 Tablet Accessories,1590 Other Tablet Accessories,478.32,4.0,7.02
9437,D21G77EFEH,2019-05-15,1500 Tablet Accessories,1590 Other Tablet Accessories,119.58,1.0,8.57
9438,D21G77EFEH,2019-05-16,1500 Tablet Accessories,1590 Other Tablet Accessories,239.16,2.0,3.65
9439,D21G77EFEH,2019-05-17,1500 Tablet Accessories,1590 Other Tablet Accessories,239.16,2.0,2.22
9440,D21G77EFEH,2019-05-18,1500 Tablet Accessories,1590 Other Tablet Accessories,235.9,2.0,6.15
9441,D21G77EFEH,2019-05-19,1500 Tablet Accessories,1590 Other Tablet Accessories,471.8,4.0,10.53
9442,D21G77EFEH,2019-05-20,1500 Tablet Accessories,1590 Other Tablet Accessories,1061.55,9.0,2.33
9443,D21G77EFEH,2019-05-21,1500 Tablet Accessories,1590 Other Tablet Accessories,353.85,3.0,10.58
9444,D21G77EFEH,2019-05-22,1500 Tablet Accessories,1590 Other Tablet Accessories,353.85,3.0,6.6
9445,D21G77EFEH,2019-05-23,1500 Tablet Accessories,1590 Other Tablet Accessories,1061.55,9.0,8.89
9446,D21G77EFEH,2019-05-24,1500 Tablet Accessories,1590 Other Tablet Accessories,353.85,3.0,4.95
9447,D21G77EFEH,2019-05-25,1500 Tablet Accessories,1590 Other Tablet Accessories,235.9,2.0,14.58
9448,D21G77EFEH,2019-05-26,1500 Tablet Accessories,1590 Other Tablet Accessories,117.95,1.0,12.0
9449,D21G77EFEH,2019-05-27,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,27.69
9450,D21G77EFEH,2019-05-28,1500 Tablet Accessories,1590 Other Tablet Accessories,689.7,6.0,10.27
9451,D21G77EFEH,2019-05-29,1500 Tablet Accessories,1590 Other Tablet Accessories,1264.45,11.0,6.2
9452,D21G77EFEH,2019-05-30,1500 Tablet Accessories,1590 Other Tablet Accessories,1609.3,14.0,8.7
9453,D21G77EFEH,2019-05-31,1500 Tablet Accessories,1590 Other Tablet Accessories,1264.45,11.0,11.11
9454,D21G77EFEH,2019-06-01,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,6.78
9455,D21G77EFEH,2019-06-02,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,14.81
9456,D21G77EFEH,2019-06-03,1500 Tablet Accessories,1590 Other Tablet Accessories,919.6,8.0,10.0
9457,D21G77EFEH,2019-06-04,1500 Tablet Accessories,1590 Other Tablet Accessories,919.6,8.0,7.59
9458,D21G77EFEH,2019-06-05,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,9.27
9459,D21G77EFEH,2019-06-06,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,6.98
9460,D21G77EFEH,2019-06-07,1500 Tablet Accessories,1590 Other Tablet Accessories,689.7,6.0,11.38
9461,D21G77EFEH,2019-06-08,1500 Tablet Accessories,1590 Other Tablet Accessories,229.9,2.0,22.45
9462,D21G77EFEH,2019-06-09,1500 Tablet Accessories,1590 Other Tablet Accessories,229.9,2.0,7.41
9463,D21G77EFEH,2019-06-10,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,16.18
9464,D21G77EFEH,2019-06-11,1500 Tablet Accessories,1590 Other Tablet Accessories,1954.15,17.0,6.36
9465,D21G77EFEH,2019-06-12,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,10.07
9466,D21G77EFEH,2019-06-13,1500 Tablet Accessories,1590 Other Tablet Accessories,919.6,8.0,8.33
9467,D21G77EFEH,2019-06-14,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,8.93
9468,D21G77EFEH,2019-06-15,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,12.73
9469,D21G77EFEH,2019-06-16,1500 Tablet Accessories,1590 Other Tablet Accessories,229.9,2.0,7.69
9470,D21G77EFEH,2019-06-17,1500 Tablet Accessories,1590 Other Tablet Accessories,919.6,8.0,9.49
9471,D21G77EFEH,2019-06-18,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,3.87
9472,D21G77EFEH,2019-06-19,1500 Tablet Accessories,1590 Other Tablet Accessories,689.7,6.0,5.13
9473,D21G77EFEH,2019-06-20,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,7.06
9474,D21G77EFEH,2019-06-21,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,2.94
9475,D21G77EFEH,2019-06-22,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,9.09
9476,D21G77EFEH,2019-06-23,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,12.5
9477,D21G77EFEH,2019-06-24,1500 Tablet Accessories,1590 Other Tablet Accessories,1118.15,10.0,10.37
9478,D21G77EFEH,2019-06-25,1500 Tablet Accessories,1590 Other Tablet Accessories,1034.55,9.0,10.49
9479,D21G77EFEH,2019-06-26,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,3.21
9480,D21G77EFEH,2019-06-27,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,7.91
9481,D21G77EFEH,2019-06-28,1500 Tablet Accessories,1590 Other Tablet Accessories,919.6,8.0,12.9
9482,D21G77EFEH,2019-06-29,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,3.45
9483,D21G77EFEH,2019-06-30,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,8.96
9484,D21G77EFEH,2019-07-01,1500 Tablet Accessories,1590 Other Tablet Accessories,1149.5,10.0,5.51
9485,D21G77EFEH,2019-07-02,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,4.83
9486,D21G77EFEH,2019-07-03,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,7.75
9487,D21G77EFEH,2019-07-04,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,14.1
9488,D21G77EFEH,2019-07-05,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,7.89
9489,D21G77EFEH,2019-07-06,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,12.77
9490,D21G77EFEH,2019-07-07,1500 Tablet Accessories,1590 Other Tablet Accessories,229.9,2.0,21.43
9491,D21G77EFEH,2019-07-08,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,9.35
9492,D21G77EFEH,2019-07-09,1500 Tablet Accessories,1590 Other Tablet Accessories,1264.45,11.0,15.95
9493,D21G77EFEH,2019-07-10,1500 Tablet Accessories,1590 Other Tablet Accessories,689.7,6.0,12.7
9494,D21G77EFEH,2019-07-11,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,10.95
9495,D21G77EFEH,2019-07-12,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,8.46
9496,D21G77EFEH,2019-07-13,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,10.14
9497,D21G77EFEH,2019-07-14,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,9.64
9498,D21G77EFEH,2019-07-15,1500 Tablet Accessories,1590 Other Tablet Accessories,459.8,4.0,9.21
9499,D21G77EFEH,2019-07-16,1500 Tablet Accessories,1590 Other Tablet Accessories,1379.4,12.0,5.49
9500,D21G77EFEH,2019-07-17,1500 Tablet Accessories,1590 Other Tablet Accessories,1379.4,12.0,5.41
9501,D21G77EFEH,2019-07-18,1500 Tablet Accessories,1590 Other Tablet Accessories,658.49,6.0,11.69
9502,D21G77EFEH,2019-07-19,1500 Tablet Accessories,1590 Other Tablet Accessories,1494.35,13.0,4.52
9503,D21G77EFEH,2019-07-20,1500 Tablet Accessories,1590 Other Tablet Accessories,229.9,2.0,0.0
9504,D21G77EFEH,2019-07-21,1500 Tablet Accessories,1590 Other Tablet Accessories,0.0,0.0,15.19
9505,D21G77EFEH,2019-07-22,1500 Tablet Accessories,1590 Other Tablet Accessories,1149.5,10.0,6.8
9506,D21G77EFEH,2019-07-23,1500 Tablet Accessories,1590 Other Tablet Accessories,1149.5,10.0,8.82
9507,D21G77EFEH,2019-07-24,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,11.17
9508,D21G77EFEH,2019-07-25,1500 Tablet Accessories,1590 Other Tablet Accessories,1149.5,10.0,5.7
9509,D21G77EFEH,2019-07-26,1500 Tablet Accessories,1590 Other Tablet Accessories,574.75,5.0,11.25
9510,D21G77EFEH,2019-07-27,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,14.47
9511,D21G77EFEH,2019-07-28,1500 Tablet Accessories,1590 Other Tablet Accessories,344.85,3.0,11.59
9512,D21G77EFEH,2019-07-29,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,10.17
9513,D21G77EFEH,2019-07-30,1500 Tablet Accessories,1590 Other Tablet Accessories,1264.45,11.0,5.45
9514,D21G77EFEH,2019-07-31,1500 Tablet Accessories,1590 Other Tablet Accessories,0.0,0.0,5.37
9515,D21G77EFEH,2019-08-01,1500 Tablet Accessories,1590 Other Tablet Accessories,1954.15,17.0,5.23
9516,D21G77EFEH,2019-08-02,1500 Tablet Accessories,1590 Other Tablet Accessories,1264.45,11.0,5.93
9517,D21G77EFEH,2019-08-03,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,0.0
9518,D21G77EFEH,2019-08-04,1500 Tablet Accessories,1590 Other Tablet Accessories,114.95,1.0,13.7
9519,D21G77EFEH,2019-08-05,1500 Tablet Accessories,1590 Other Tablet Accessories,1609.3,14.0,12.77
9520,D21G77EFEH,2019-08-06,1500 Tablet Accessories,1590 Other Tablet Accessories,804.65,7.0,6.75
9521,D21G77EFEH,2019-08-07,1500 Tablet Accessories,1590 Other Tablet Accessories,1034.55,9.0,7.07
9522,D21G77EFEH,2019-08-08,1500 Tablet Accessories,1590 Other Tablet Accessories,1126.46,9.0,5.52
9523,D21G77EFEH,2019-08-09,1500 Tablet Accessories,1590 Other Tablet Accessories,755.94,6.0,7.21
9524,D21G77EFEH,2019-08-10,1500 Tablet Accessories,1590 Other Tablet Accessories,251.98,2.0,2.82
9525,D21G77EFEH,2019-08-11,1500 Tablet Accessories,1590 Other Tablet Accessories,125.99,1.0,11.11
9526,D21G77EFEH,2019-08-12,1500 Tablet Accessories,1590 Other Tablet Accessories,993.02,8.0,4.73
9527,D21G77EFEH,2019-08-13,1500 Tablet Accessories,1590 Other Tablet Accessories,503.96,4.0,5.56
9528,D21G77EFEH,2019-08-14,1500 Tablet Accessories,1590 Other Tablet Accessories,2274.61,19.0,7.41
9529,D21G77EFEH,2019-08-15,1500 Tablet Accessories,1590 Other Tablet Accessories,1585.72,13.0,4.88
9530,D21G77EFEH,2019-08-16,1500 Tablet Accessories,1590 Other Tablet Accessories,622.5,5.0,8.62
9531,D21G77EFEH,2019-08-17,1500 Tablet Accessories,1590 Other Tablet Accessories,125.99,1.0,17.54
9532,D21G77EFEH,2019-08-18,1500 Tablet Accessories,1590 Other Tablet Accessories,125.99,1.0,6.9
9533,D21G77EFEH,2019-08-19,1500 Tablet Accessories,1590 Other Tablet Accessories,1830.25,15.0,6.21
9534,D21G77EFEH,2019-08-20,1500 Tablet Accessories,1590 Other Tablet Accessories,1793.0,15.0,10.32
9535,D21G77EFEH,2019-08-21,1500 Tablet Accessories,1590 Other Tablet Accessories,622.5,5.0,9.24
9536,D21G77EFEH,2019-08-22,1500 Tablet Accessories,1590 Other Tablet Accessories,748.49,6.0,2.0
9537,D21G77EFEH,2019-08-23,1500 Tablet Accessories,1590 Other Tablet Accessories,985.57,8.0,7.3
9538,D21G77EFEH,2019-08-24,1500 Tablet Accessories,1590 Other Tablet Accessories,377.97,3.0,11.54
9539,D21G77EFEH,2019-08-25,1500 Tablet Accessories,1590 Other Tablet Accessories,125.99,1.0,2.99
9540,D21G77EFEH,2019-08-26,1500 Tablet Accessories,1590 Other Tablet Accessories,496.51,4.0,5.17
9541,D21G77EFEH,2019-08-27,1500 Tablet Accessories,1590 Other Tablet Accessories,867.03,7.0,9.74
9542,D21G77EFEH,2019-08-28,1500 Tablet Accessories,1590 Other Tablet Accessories,615.05,5.0,7.23
9543,D21G77EFEH,2019-08-29,1500 Tablet Accessories,1590 Other Tablet Accessories,748.49,6.0,7.8
9544,D21G77EFEH,2019-08-30,1500 Tablet Accessories,1590 Other Tablet Accessories,496.51,4.0,13.1
9545,D21G77EFEH,2019-08-31,1500 Tablet Accessories,1590 Other Tablet Accessories,755.94,6.0,15.52
9546,D11I165;6C,2019-05-01,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9547,D11I165;6C,2019-05-02,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9548,D11I165;6C,2019-05-03,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9549,D11I165;6C,2019-05-04,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9550,D11I165;6C,2019-05-05,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9551,D11I165;6C,2019-05-06,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9552,D11I165;6C,2019-05-07,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9553,D11I165;6C,2019-05-08,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9554,D11I165;6C,2019-05-09,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9555,D11I165;6C,2019-05-10,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9556,D11I165;6C,2019-05-11,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9557,D11I165;6C,2019-05-12,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9558,D11I165;6C,2019-05-13,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9559,D11I165;6C,2019-05-14,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9560,D11I165;6C,2019-05-15,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9561,D11I165;6C,2019-05-16,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9562,D11I165;6C,2019-05-17,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9563,D11I165;6C,2019-05-18,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9564,D11I165;6C,2019-05-19,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9565,D11I165;6C,2019-05-20,1000 Inputs,1001 Keyboards,199.24,1.0,0.0
9566,D11I165;6C,2019-05-21,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9567,D11I165;6C,2019-05-22,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9568,D11I165;6C,2019-05-23,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9569,D11I165;6C,2019-05-24,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9570,D11I165;6C,2019-05-25,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9571,D11I165;6C,2019-05-26,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9572,D11I165;6C,2019-05-27,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9573,D11I165;6C,2019-05-28,1000 Inputs,1001 Keyboards,199.25,1.0,0.0
9574,D11I165;6C,2019-05-29,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9575,D11I165;6C,2019-05-30,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9576,D11I165;6C,2019-05-31,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9577,D11I165;6C,2019-06-01,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9578,D11I165;6C,2019-06-02,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9579,D11I165;6C,2019-06-03,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9580,D11I165;6C,2019-06-04,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9581,D11I165;6C,2019-06-05,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9582,D11I165;6C,2019-06-06,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9583,D11I165;6C,2019-06-07,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9584,D11I165;6C,2019-06-08,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9585,D11I165;6C,2019-06-09,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9586,D11I165;6C,2019-06-10,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9587,D11I165;6C,2019-06-11,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9588,D11I165;6C,2019-06-12,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9589,D11I165;6C,2019-06-13,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9590,D11I165;6C,2019-06-14,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9591,D11I165;6C,2019-06-15,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9592,D11I165;6C,2019-06-16,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9593,D11I165;6C,2019-06-17,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9594,D11I165;6C,2019-06-18,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9595,D11I165;6C,2019-06-19,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9596,D11I165;6C,2019-06-20,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9597,D11I165;6C,2019-06-21,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9598,D11I165;6C,2019-06-22,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9599,D11I165;6C,2019-06-23,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9600,D11I165;6C,2019-06-24,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9601,D11I165;6C,2019-06-25,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9602,D11I165;6C,2019-06-26,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9603,D11I165;6C,2019-06-27,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9604,D11I165;6C,2019-06-28,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9605,D11I165;6C,2019-06-29,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9606,D11I165;6C,2019-06-30,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9607,D11I165;6C,2019-07-01,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9608,D11I165;6C,2019-07-02,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9609,D11I165;6C,2019-07-03,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9610,D11I165;6C,2019-07-05,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9611,D11I165;6C,2019-07-06,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9612,D11I165;6C,2019-07-07,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9613,D11I165;6C,2019-07-08,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9614,D11I165;6C,2019-07-09,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9615,D11I165;6C,2019-07-10,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9616,D11I165;6C,2019-07-11,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9617,D11I165;6C,2019-07-12,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9618,D11I165;6C,2019-07-13,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9619,D11I165;6C,2019-07-14,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9620,D11I165;6C,2019-07-16,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9621,D11I165;6C,2019-07-17,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9622,D11I165;6C,2019-07-18,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9623,D11I165;6C,2019-07-19,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9624,D11I165;6C,2019-07-24,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9625,D11I165;6C,2019-07-25,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9626,D11I165;6C,2019-07-27,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9627,D11I165;6C,2019-08-02,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9628,D11I165;6C,2019-08-25,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9629,D11I165;6C,2019-08-26,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9630,D11I165;6C,2019-08-27,1000 Inputs,1001 Keyboards,0.0,0.0,0.0
9631,C02JAMMO55,2019-05-01,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9632,C02JAMMO55,2019-05-06,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9633,C02JAMMO55,2019-05-15,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9634,C02JAMMO55,2019-05-16,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9635,C02JAMMO55,2019-05-17,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9636,C02JAMMO55,2019-05-21,5600 Video Components,5610 A/V Remote Controls,151.23,1.0,0.0
9637,C02JAMMO55,2019-05-22,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9638,C02JAMMO55,2019-05-23,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9639,C02JAMMO55,2019-05-24,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9640,C02JAMMO55,2019-06-14,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9641,C02JAMMO55,2019-06-23,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9642,C02JAMMO55,2019-07-13,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9643,C02JAMMO55,2019-07-14,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9644,C02JAMMO55,2019-07-16,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9645,C02JAMMO55,2019-07-18,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9646,C02JAMMO55,2019-07-19,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9647,C02JAMMO55,2019-08-05,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9648,C02JAMMO55,2019-08-09,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9649,C02JAMMO55,2019-08-11,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9650,C02JAMMO55,2019-08-13,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9651,C02JAMMO55,2019-08-14,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9652,C02JAMMO55,2019-08-15,5600 Video Components,5610 A/V Remote Controls,0.0,0.0,0.0
9653,C01IRBUX3:,2019-05-01,1000 Inputs,1003 Computer Speakers,473.62,20.0,5.34
9654,C01IRBUX3:,2019-05-02,1000 Inputs,1003 Computer Speakers,202.08,8.0,3.45
9655,C01IRBUX3:,2019-05-03,1000 Inputs,1003 Computer Speakers,524.79,21.0,5.23
9656,C01IRBUX3:,2019-05-04,1000 Inputs,1003 Computer Speakers,299.88,12.0,3.45
9657,C01IRBUX3:,2019-05-05,1000 Inputs,1003 Computer Speakers,574.77,23.0,3.49
9658,C01IRBUX3:,2019-05-06,1000 Inputs,1003 Computer Speakers,124.95,5.0,4.92
9659,C01IRBUX3:,2019-05-07,1000 Inputs,1003 Computer Speakers,349.86,14.0,5.13
9660,C01IRBUX3:,2019-05-08,1000 Inputs,1003 Computer Speakers,474.81,19.0,7.0
9661,C01IRBUX3:,2019-05-09,1000 Inputs,1003 Computer Speakers,249.9,10.0,4.79
9662,C01IRBUX3:,2019-05-10,1000 Inputs,1003 Computer Speakers,274.89,11.0,5.71
9663,C01IRBUX3:,2019-05-11,1000 Inputs,1003 Computer Speakers,224.91,9.0,3.71
9664,C01IRBUX3:,2019-05-12,1000 Inputs,1003 Computer Speakers,324.87,13.0,3.76
9665,C01IRBUX3:,2019-05-13,1000 Inputs,1003 Computer Speakers,541.6,22.0,4.12
9666,C01IRBUX3:,2019-05-14,1000 Inputs,1003 Computer Speakers,324.87,13.0,3.81
9667,C01IRBUX3:,2019-05-15,1000 Inputs,1003 Computer Speakers,474.82,19.0,5.12
9668,C01IRBUX3:,2019-05-16,1000 Inputs,1003 Computer Speakers,349.86,14.0,4.36
9669,C01IRBUX3:,2019-05-17,1000 Inputs,1003 Computer Speakers,374.83,15.0,4.32
9670,C01IRBUX3:,2019-05-18,1000 Inputs,1003 Computer Speakers,499.81,20.0,3.57
9671,C01IRBUX3:,2019-05-19,1000 Inputs,1003 Computer Speakers,399.84,16.0,5.03
9672,C01IRBUX3:,2019-05-20,1000 Inputs,1003 Computer Speakers,349.86,14.0,6.84
9673,C01IRBUX3:,2019-05-21,1000 Inputs,1003 Computer Speakers,574.79,23.0,4.17
9674,C01IRBUX3:,2019-05-22,1000 Inputs,1003 Computer Speakers,524.79,21.0,7.76
9675,C01IRBUX3:,2019-05-23,1000 Inputs,1003 Computer Speakers,499.8,20.0,5.35
9676,C01IRBUX3:,2019-05-24,1000 Inputs,1003 Computer Speakers,499.8,20.0,4.18
9677,C01IRBUX3:,2019-05-25,1000 Inputs,1003 Computer Speakers,148.42,6.0,3.75
9678,C01IRBUX3:,2019-05-26,1000 Inputs,1003 Computer Speakers,249.9,10.0,4.3
9679,C01IRBUX3:,2019-05-27,1000 Inputs,1003 Computer Speakers,199.92,8.0,5.16
9680,C01IRBUX3:,2019-05-28,1000 Inputs,1003 Computer Speakers,324.87,13.0,3.1
9681,C01IRBUX3:,2019-05-29,1000 Inputs,1003 Computer Speakers,174.93,7.0,3.77
9682,C01IRBUX3:,2019-05-30,1000 Inputs,1003 Computer Speakers,249.9,10.0,4.86
9683,C01IRBUX3:,2019-05-31,1000 Inputs,1003 Computer Speakers,124.95,5.0,4.3
9684,C01IRBUX3:,2019-06-01,1000 Inputs,1003 Computer Speakers,249.9,10.0,3.78
9685,C01IRBUX3:,2019-06-02,1000 Inputs,1003 Computer Speakers,424.83,17.0,4.24
9686,C01IRBUX3:,2019-06-03,1000 Inputs,1003 Computer Speakers,374.85,15.0,3.96
9687,C01IRBUX3:,2019-06-04,1000 Inputs,1003 Computer Speakers,624.75,25.0,4.08
9688,C01IRBUX3:,2019-06-05,1000 Inputs,1003 Computer Speakers,224.91,9.0,4.68
9689,C01IRBUX3:,2019-06-06,1000 Inputs,1003 Computer Speakers,124.95,5.0,4.03
9690,C01IRBUX3:,2019-06-07,1000 Inputs,1003 Computer Speakers,427.71,19.0,4.12
9691,C01IRBUX3:,2019-06-08,1000 Inputs,1003 Computer Speakers,149.94,6.0,3.98
9692,C01IRBUX3:,2019-06-09,1000 Inputs,1003 Computer Speakers,349.86,14.0,4.97
9693,C01IRBUX3:,2019-06-10,1000 Inputs,1003 Computer Speakers,299.88,12.0,4.9
9694,C01IRBUX3:,2019-06-11,1000 Inputs,1003 Computer Speakers,374.96,17.0,6.56
9695,C01IRBUX3:,2019-06-12,1000 Inputs,1003 Computer Speakers,345.62,15.0,4.09
9696,C01IRBUX3:,2019-06-13,1000 Inputs,1003 Computer Speakers,24.99,1.0,5.45
9697,C01IRBUX3:,2019-06-14,1000 Inputs,1003 Computer Speakers,449.82,18.0,3.42
